UKPRN_FoR	UKPRN	FoR	Mean4	Mean3	Mean2	Mean1	GPA
10005343_3	10005343	3	25.0	75.0	0.0	0.0	3.25
10005343_30	10005343	30	40.0	60.0	0.0	0.0	3.40
10005343_32	10005343	32	60.0	40.0	0.0	0.0	3.60
10005343_35	10005343	35	20.0	10.0	60.0	10.0	2.40
10005343_4	10005343	4	73.3	26.7	0.0	0.0	3.73
10005343_6	10005343	6	70.0	30.0	0.0	0.0	3.70
10005343_7	10005343	7	20.0	80.0	0.0	0.0	3.20
10005343_8	10005343	8	40.0	60.0	0.0	0.0	3.40
10005343_9	10005343	9	8.0	76.0	16.0	0.0	2.92
10005500_11	10005500	11	0.0	23.3	23.4	53.3	1.70
10005500_15	10005500	15	0.0	70.0	30.0	0.0	2.70
10005500_16	10005500	16	0.0	0.0	50.0	50.0	1.50
10005500_19	10005500	19	50.0	10.0	40.0	0.0	3.10
10005500_20	10005500	20	0.0	20.0	80.0	0.0	2.20
10005500_21	10005500	21	0.0	20.0	80.0	0.0	2.20
10005500_3	10005500	3	26.7	73.3	0.0	0.0	3.27
10005500_34	10005500	34	20.0	70.0	10.0	0.0	3.10
10005500_36	10005500	36	20.0	60.0	20.0	0.0	3.00
10005523_35	10005523	35	0.0	50.0	50.0	0.0	2.50
10005545_6	10005545	6	0.0	0.0	20.0	40.0	0.80
10005553_10	10005553	10	80.0	20.0	0.0	0.0	3.80
10005553_11	10005553	11	40.0	13.3	26.7	20.0	2.73
10005553_17	10005553	17	60.0	40.0	0.0	0.0	3.60
10005553_18	10005553	18	60.0	20.0	20.0	0.0	3.40
10005553_19	10005553	19	32.0	42.0	26.0	0.0	3.06
10005553_21	10005553	21	26.7	50.0	23.3	0.0	3.03
10005553_28	10005553	28	50.0	50.0	0.0	0.0	3.50
10005553_29	10005553	29	40.0	50.0	10.0	0.0	3.30
10005553_30	10005553	30	50.0	50.0	0.0	0.0	3.50
10005553_31	10005553	31	0.0	40.0	60.0	0.0	2.40
10005553_35	10005553	35	18.3	81.7	0.0	0.0	3.18
10005553_36	10005553	36	40.0	60.0	0.0	0.0	3.40
10005553_4	10005553	4	73.3	26.7	0.0	0.0	3.73
10005553_5	10005553	5	13.3	60.0	26.7	0.0	2.87
10005553_7	10005553	7	46.7	53.3	0.0	0.0	3.47
10005553_9	10005553	9	13.3	73.4	13.3	0.0	3.00
10005561_35	10005561	35	60.0	40.0	0.0	0.0	3.60
10005700_6	10005700	6	76.8	6.4	12.6	4.2	3.56
10005790_13	10005790	13	0.0	60.0	40.0	0.0	2.60
10005790_16	10005790	16	53.3	46.7	0.0	0.0	3.53
10005790_19	10005790	19	20.0	30.0	50.0	0.0	2.70
10005790_25	10005790	25	0.0	50.0	10.0	40.0	2.10
10005790_26	10005790	26	30.0	40.0	30.0	0.0	3.00
10005790_29	10005790	29	13.3	36.7	36.7	13.3	2.50
10005790_3	10005790	3	0.0	86.7	13.3	0.0	2.87
10005790_30	10005790	30	13.3	50.0	36.7	0.0	2.77
10005790_34	10005790	34	73.3	26.7	0.0	0.0	3.73
10005790_36	10005790	36	26.7	63.3	10.0	0.0	3.17
10005790_5	10005790	5	0.0	46.7	53.3	0.0	2.47
10006022_15	10006022	15	0.0	0.0	0.0	20.0	0.20
10006022_26	10006022	26	0.0	0.0	20.0	80.0	1.20
10006022_34	10006022	34	0.0	0.0	36.7	50.0	1.23
10006022_36	10006022	36	0.0	0.0	50.0	10.0	1.10
10006299_11	10006299	11	0.0	20.0	80.0	0.0	2.20
10006299_15	10006299	15	0.0	40.0	30.0	30.0	2.10
10006299_19	10006299	19	0.0	50.0	50.0	0.0	2.50
10006299_25	10006299	25	0.0	0.0	60.0	40.0	1.60
10006299_26	10006299	26	40.0	40.0	20.0	0.0	3.20
10006299_34	10006299	34	0.0	60.0	30.0	10.0	2.50
10006299_36	10006299	36	0.0	20.0	20.0	60.0	1.60
10006299_4	10006299	4	40.0	60.0	0.0	0.0	3.40
10006427_34	10006427	34	40.0	50.0	10.0	0.0	3.30
10006566_11	10006566	11	0.0	0.0	10.0	90.0	1.10
10006566_25	10006566	25	0.0	0.0	20.0	80.0	1.20
10006566_3	10006566	3	0.0	40.0	60.0	0.0	2.40
10006566_35	10006566	35	0.0	0.0	40.0	60.0	1.40
10006566_36	10006566	36	0.0	0.0	0.0	0.0	0.00
10006840_1	10006840	1	54.1	36.5	9.4	0.0	3.45
10006840_10	10006840	10	10.0	42.0	32.0	0.0	2.30
10006840_11	10006840	11	52.0	48.0	0.0	0.0	3.52
10006840_12	10006840	12	40.0	53.4	6.7	0.0	3.33
10006840_13	10006840	13	40.0	50.0	5.0	5.0	3.25
10006840_14	10006840	14	13.3	50.0	36.7	0.0	2.77
10006840_17	10006840	17	50.0	50.0	0.0	0.0	3.50
10006840_18	10006840	18	26.7	46.6	26.7	0.0	3.00
10006840_19	10006840	19	30.0	50.0	20.0	0.0	3.10
10006840_2	10006840	2	58.0	42.0	0.0	0.0	3.58
10006840_20	10006840	20	20.0	40.0	30.0	10.0	2.70
10006840_21	10006840	21	40.0	40.0	13.3	6.7	3.13
10006840_22	10006840	22	20.0	70.0	10.0	0.0	3.10
10006840_25	10006840	25	36.7	50.0	13.3	0.0	3.23
10006840_26	10006840	26	60.0	40.0	0.0	0.0	3.60
10006840_27	10006840	27	50.0	50.0	0.0	0.0	3.50
10006840_28	10006840	28	0.0	80.0	20.0	0.0	2.80
10006840_29	10006840	29	26.0	74.0	0.0	0.0	3.26
10006840_3	10006840	3	60.0	40.0	0.0	0.0	3.60
10006840_30	10006840	30	58.0	42.0	0.0	0.0	3.58
10006840_31	10006840	31	46.7	53.3	0.0	0.0	3.47
10006840_32	10006840	32	80.0	20.0	0.0	0.0	3.80
10006840_33	10006840	33	60.0	40.0	0.0	0.0	3.60
10006840_34	10006840	34	40.0	60.0	0.0	0.0	3.40
10006840_35	10006840	35	25.0	45.0	20.0	10.0	2.85
10006840_4	10006840	4	68.0	32.0	0.0	0.0	3.68
10006840_5	10006840	5	10.0	66.0	24.0	0.0	2.86
10006840_7	10006840	7	10.0	90.0	0.0	0.0	3.10
10006840_8	10006840	8	0.0	80.0	20.0	0.0	2.80
10006840_9	10006840	9	24.0	26.0	42.0	8.0	2.66
10006841_15	10006841	15	0.0	40.0	60.0	0.0	2.40
10006841_16	10006841	16	0.0	0.0	10.0	10.0	0.30
10006841_22	10006841	22	0.0	0.0	0.0	60.0	0.60
10006841_25	10006841	25	0.0	40.0	60.0	0.0	2.40
10006841_29	10006841	29	60.0	40.0	0.0	0.0	3.60
10006841_36	10006841	36	0.0	0.0	30.0	30.0	0.90
10006841_4	10006841	4	0.0	40.0	60.0	0.0	2.40
10006842_1	10006842	1	57.8	37.8	4.4	0.0	3.53
10006842_10	10006842	10	18.0	74.0	8.0	0.0	3.10
10006842_11	10006842	11	40.0	60.0	0.0	0.0	3.40
10006842_13	10006842	13	0.0	100.0	0.0	0.0	3.00
10006842_15	10006842	15	20.0	70.0	10.0	0.0	3.10
10006842_16	10006842	16	26.7	73.3	0.0	0.0	3.27
10006842_17	10006842	17	23.4	43.3	28.4	5.0	2.85
10006842_19	10006842	19	56.7	43.3	0.0	0.0	3.57
10006842_2	10006842	2	90.0	10.0	0.0	0.0	3.90
10006842_20	10006842	20	0.0	100.0	0.0	0.0	3.00
10006842_21	10006842	21	50.0	10.0	20.0	20.0	2.90
10006842_22	10006842	22	26.7	73.3	0.0	0.0	3.27
10006842_28	10006842	28	20.0	40.0	26.7	13.3	2.67
10006842_29	10006842	29	30.0	70.0	0.0	0.0	3.30
10006842_30	10006842	30	46.7	40.0	13.3	0.0	3.33
10006842_31	10006842	31	0.0	40.0	40.0	20.0	2.20
10006842_32	10006842	32	0.0	60.0	40.0	0.0	2.60
10006842_35	10006842	35	40.0	50.0	10.0	0.0	3.30
10006842_36	10006842	36	40.0	50.0	10.0	0.0	3.30
10006842_4	10006842	4	80.0	20.0	0.0	0.0	3.80
10006842_5	10006842	5	0.0	63.3	36.7	0.0	2.63
10006842_6	10006842	6	60.0	33.3	6.7	0.0	3.53
10006842_7	10006842	7	0.0	86.7	13.3	0.0	2.87
10006842_8	10006842	8	60.0	40.0	0.0	0.0	3.60
10006842_9	10006842	9	10.0	70.0	20.0	0.0	2.90
10007114_17	10007114	17	0.0	60.0	40.0	0.0	2.60
10007114_27	10007114	27	20.0	60.0	20.0	0.0	3.00
10007114_28	10007114	28	0.0	60.0	40.0	0.0	2.60
10007114_3	10007114	3	26.7	73.3	0.0	0.0	3.27
10007114_30	10007114	30	50.0	50.0	0.0	0.0	3.50
10007114_7	10007114	7	10.0	90.0	0.0	0.0	3.10
10007137_26	10007137	26	53.3	36.7	10.0	0.0	3.43
10007137_29	10007137	29	0.0	50.0	50.0	0.0	2.50
10007137_30	10007137	30	0.0	20.0	80.0	0.0	2.20
10007137_35	10007137	35	50.0	10.0	40.0	0.0	3.10
10007137_4	10007137	4	0.0	0.0	40.0	60.0	1.40
10007138_12	10007138	12	0.0	40.0	40.0	20.0	2.20
10007138_17	10007138	17	0.0	40.0	10.0	50.0	1.90
10007138_19	10007138	19	0.0	20.0	60.0	20.0	2.00
10007138_25	10007138	25	0.0	80.0	20.0	0.0	2.80
10007138_29	10007138	29	0.0	70.0	30.0	0.0	2.70
10007138_3	10007138	3	0.0	0.0	60.0	40.0	1.60
10007138_30	10007138	30	0.0	50.0	50.0	0.0	2.50
10007138_34	10007138	34	20.0	20.0	60.0	0.0	2.60
10007138_4	10007138	4	0.0	0.0	40.0	20.0	1.00
10007139_17	10007139	17	0.0	20.0	80.0	0.0	2.20
10007139_19	10007139	19	0.0	10.0	70.0	20.0	1.90
10007139_25	10007139	25	0.0	40.0	10.0	50.0	1.90
10007139_26	10007139	26	20.0	20.0	60.0	0.0	2.60
10007139_29	10007139	29	0.0	100.0	0.0	0.0	3.00
10007139_3	10007139	3	0.0	30.0	30.0	0.0	1.50
10007139_30	10007139	30	0.0	70.0	30.0	0.0	2.70
10007139_34	10007139	34	0.0	40.0	60.0	0.0	2.40
10007139_35	10007139	35	0.0	20.0	40.0	0.0	1.40
10007139_4	10007139	4	0.0	40.0	60.0	0.0	2.40
10007139_5	10007139	5	0.0	80.0	20.0	0.0	2.80
10007140_11	10007140	11	40.0	20.0	0.0	0.0	2.20
10007140_16	10007140	16	0.0	50.0	50.0	0.0	2.50
10007140_19	10007140	19	50.0	50.0	0.0	0.0	3.50
10007140_20	10007140	20	0.0	60.0	40.0	0.0	2.60
10007140_22	10007140	22	0.0	90.0	10.0	0.0	2.90
10007140_25	10007140	25	0.0	0.0	70.0	30.0	1.70
10007140_29	10007140	29	40.0	60.0	0.0	0.0	3.40
10007140_3	10007140	3	20.0	80.0	0.0	0.0	3.20
10007140_34	10007140	34	50.0	50.0	0.0	0.0	3.50
10007140_35	10007140	35	40.0	60.0	0.0	0.0	3.40
10007140_36	10007140	36	0.0	100.0	0.0	0.0	3.00
10007141_13	10007141	13	0.0	0.0	90.0	10.0	1.90
10007141_15	10007141	15	0.0	0.0	80.0	20.0	1.80
10007141_16	10007141	16	0.0	0.0	100.0	0.0	2.00
10007141_17	10007141	17	0.0	0.0	80.0	20.0	1.80
10007141_19	10007141	19	40.0	30.0	30.0	0.0	3.10
10007141_20	10007141	20	0.0	50.0	50.0	0.0	2.50
10007141_22	10007141	22	10.0	90.0	0.0	0.0	3.10
10007141_26	10007141	26	0.0	10.0	90.0	0.0	2.10
10007141_28	10007141	28	20.0	30.0	50.0	0.0	2.70
10007141_29	10007141	29	0.0	80.0	20.0	0.0	2.80
10007141_3	10007141	3	23.3	43.4	33.3	0.0	2.90
10007141_30	10007141	30	0.0	50.0	30.0	20.0	2.30
10007141_34	10007141	34	20.0	40.0	40.0	0.0	2.80
10007141_36	10007141	36	0.0	70.0	30.0	0.0	2.70
10007141_4	10007141	4	46.7	53.3	0.0	0.0	3.47
10007141_9	10007141	9	0.0	50.0	36.7	13.3	2.37
10007143_10	10007143	10	56.7	43.3	0.0	0.0	3.57
10007143_11	10007143	11	30.0	50.0	20.0	0.0	3.10
10007143_15	10007143	15	70.0	30.0	0.0	0.0	3.70
10007143_17	10007143	17	47.2	31.0	19.1	2.9	3.22
10007143_19	10007143	19	24.0	52.0	24.0	0.0	3.00
10007143_20	10007143	20	80.0	20.0	0.0	0.0	3.80
10007143_21	10007143	21	26.7	73.3	0.0	0.0	3.27
10007143_22	10007143	22	26.7	60.0	13.3	0.0	3.13
10007143_24	10007143	24	53.3	46.7	0.0	0.0	3.53
10007143_25	10007143	25	100.0	0.0	0.0	0.0	4.00
10007143_28	10007143	28	30.0	40.0	30.0	0.0	3.00
10007143_29	10007143	29	60.0	30.0	10.0	0.0	3.50
10007143_30	10007143	30	50.0	40.0	10.0	0.0	3.40
10007143_31	10007143	31	50.0	50.0	0.0	0.0	3.50
10007143_32	10007143	32	13.3	60.0	0.0	26.7	2.60
10007143_33	10007143	33	76.7	23.3	0.0	0.0	3.77
10007143_35	10007143	35	80.0	20.0	0.0	0.0	3.80
10007143_4	10007143	4	53.3	20.0	26.7	0.0	3.27
10007143_5	10007143	5	68.0	24.0	8.0	0.0	3.60
10007143_7	10007143	7	60.0	30.0	10.0	0.0	3.50
10007143_8	10007143	8	76.0	24.0	0.0	0.0	3.76
10007143_9	10007143	9	40.0	60.0	0.0	0.0	3.40
10007144_11	10007144	11	0.0	0.0	10.0	90.0	1.10
10007144_15	10007144	15	0.0	0.0	40.0	40.0	1.20
10007144_16	10007144	16	0.0	50.0	10.0	40.0	2.10
10007144_19	10007144	19	10.0	50.0	40.0	0.0	2.70
10007144_20	10007144	20	0.0	90.0	10.0	0.0	2.90
10007144_22	10007144	22	20.0	70.0	10.0	0.0	3.10
10007144_23	10007144	23	53.3	23.4	23.3	0.0	3.30
10007144_25	10007144	25	10.0	50.0	40.0	0.0	2.70
10007144_3	10007144	3	20.0	80.0	0.0	0.0	3.20
10007144_34	10007144	34	0.0	40.0	60.0	0.0	2.40
10007144_35	10007144	35	50.0	30.0	20.0	0.0	3.30
10007144_36	10007144	36	20.0	80.0	0.0	0.0	3.20
10007144_4	10007144	4	100.0	0.0	0.0	0.0	4.00
10007145_16	10007145	16	0.0	50.0	50.0	0.0	2.50
10007145_17	10007145	17	0.0	20.0	80.0	0.0	2.20
10007145_26	10007145	26	40.0	60.0	0.0	0.0	3.40
10007145_29	10007145	29	0.0	40.0	50.0	10.0	2.30
10007145_30	10007145	30	0.0	20.0	60.0	20.0	2.00
10007145_33	10007145	33	0.0	40.0	60.0	0.0	2.40
10007146_10	10007146	10	0.0	10.0	10.0	40.0	0.90
10007146_11	10007146	11	20.0	40.0	40.0	0.0	2.80
10007146_12	10007146	12	30.0	70.0	0.0	0.0	3.30
10007146_13	10007146	13	0.0	20.0	60.0	20.0	2.00
10007146_15	10007146	15	40.0	20.0	40.0	0.0	3.00
10007146_16	10007146	16	0.0	0.0	100.0	0.0	2.00
10007146_19	10007146	19	10.0	70.0	0.0	0.0	2.50
10007146_20	10007146	20	0.0	0.0	0.0	80.0	0.80
10007146_24	10007146	24	20.0	80.0	0.0	0.0	3.20
10007146_25	10007146	25	0.0	0.0	10.0	50.0	0.70
10007146_28	10007146	28	0.0	0.0	0.0	0.0	0.00
10007146_29	10007146	29	0.0	60.0	40.0	0.0	2.60
10007146_3	10007146	3	0.0	55.0	31.7	0.0	2.28
10007146_30	10007146	30	0.0	20.0	60.0	20.0	2.00
10007146_34	10007146	34	0.0	0.0	50.0	50.0	1.50
10007146_4	10007146	4	0.0	20.0	80.0	0.0	2.20
10007146_6	10007146	6	90.0	10.0	0.0	0.0	3.90
10007146_8	10007146	8	0.0	80.0	20.0	0.0	2.80
10007147_11	10007147	11	10.0	40.0	30.0	20.0	2.40
10007147_15	10007147	15	0.0	10.0	70.0	20.0	1.90
10007147_19	10007147	19	0.0	0.0	80.0	20.0	1.80
10007147_29	10007147	29	0.0	70.0	30.0	0.0	2.70
10007147_3	10007147	3	25.0	70.0	5.0	0.0	3.20
10007147_30	10007147	30	100.0	0.0	0.0	0.0	4.00
10007147_32	10007147	32	30.0	50.0	20.0	0.0	3.10
10007147_34	10007147	34	0.0	40.0	60.0	0.0	2.40
10007147_35	10007147	35	20.0	30.0	50.0	0.0	2.70
10007147_4	10007147	4	20.0	40.0	40.0	0.0	2.80
10007147_6	10007147	6	0.0	0.0	60.0	40.0	1.60
10007147_9	10007147	9	0.0	40.0	60.0	0.0	2.40
10007148_11	10007148	11	0.0	40.0	60.0	0.0	2.40
10007148_15	10007148	15	20.0	30.0	30.0	20.0	2.50
10007148_19	10007148	19	36.7	63.3	0.0	0.0	3.37
10007148_22	10007148	22	48.0	44.0	8.0	0.0	3.40
10007148_25	10007148	25	40.0	0.0	50.0	10.0	2.70
10007148_29	10007148	29	0.0	40.0	46.7	13.3	2.27
10007148_3	10007148	3	20.0	80.0	0.0	0.0	3.20
10007148_30	10007148	30	20.0	50.0	30.0	0.0	2.90
10007148_34	10007148	34	0.0	50.0	10.0	40.0	2.10
10007148_35	10007148	35	90.0	10.0	0.0	0.0	3.90
10007148_5	10007148	5	0.0	0.0	60.0	0.0	1.20
10007148_8	10007148	8	0.0	70.0	30.0	0.0	2.70
10007148_9	10007148	9	0.0	0.0	80.0	20.0	1.80
10007149_11	10007149	11	80.0	20.0	0.0	0.0	3.80
10007149_15	10007149	15	0.0	50.0	50.0	0.0	2.50
10007149_17	10007149	17	70.0	30.0	0.0	0.0	3.70
10007149_19	10007149	19	0.0	60.0	32.0	8.0	2.52
10007149_20	10007149	20	0.0	63.3	36.7	0.0	2.63
10007149_21	10007149	21	0.0	76.7	23.3	0.0	2.77
10007149_22	10007149	22	26.7	13.3	60.0	0.0	2.67
10007149_25	10007149	25	0.0	20.0	60.0	20.0	2.00
10007149_26	10007149	26	0.0	90.0	10.0	0.0	2.90
10007149_29	10007149	29	30.0	60.0	10.0	0.0	3.20
10007149_3	10007149	3	70.0	30.0	0.0	0.0	3.70
10007149_30	10007149	30	10.0	80.0	10.0	0.0	3.00
10007149_32	10007149	32	0.0	50.0	50.0	0.0	2.50
10007149_35	10007149	35	13.3	23.4	63.3	0.0	2.50
10007149_4	10007149	4	26.7	73.3	0.0	0.0	3.27
10007149_8	10007149	8	26.7	50.0	23.3	0.0	3.03
10007150_10	10007150	10	20.0	50.0	30.0	0.0	2.90
10007150_11	10007150	11	30.0	70.0	0.0	0.0	3.30
10007150_15	10007150	15	26.7	36.6	36.7	0.0	2.90
10007150_16	10007150	16	0.0	0.0	60.0	40.0	1.60
10007150_18	10007150	18	13.3	50.0	10.0	26.7	2.50
10007150_19	10007150	19	36.0	40.0	24.0	0.0	3.12
10007150_20	10007150	20	52.0	24.0	24.0	0.0	3.28
10007150_21	10007150	21	40.0	60.0	0.0	0.0	3.40
10007150_22	10007150	22	93.3	6.7	0.0	0.0	3.93
10007150_24	10007150	24	10.0	50.0	40.0	0.0	2.70
10007150_26	10007150	26	40.0	20.0	20.0	20.0	2.80
10007150_28	10007150	28	60.0	26.7	13.3	0.0	3.47
10007150_29	10007150	29	36.0	48.0	16.0	0.0	3.20
10007150_3	10007150	3	0.0	60.0	13.3	0.0	2.07
10007150_30	10007150	30	40.0	40.0	20.0	0.0	3.20
10007150_31	10007150	31	60.0	40.0	0.0	0.0	3.60
10007150_32	10007150	32	40.0	50.0	10.0	0.0	3.30
10007150_33	10007150	33	60.0	40.0	0.0	0.0	3.60
10007150_35	10007150	35	36.0	56.0	8.0	0.0	3.28
10007150_4	10007150	4	40.0	60.0	0.0	0.0	3.40
10007150_5	10007150	5	26.7	60.0	13.3	0.0	3.13
10007150_8	10007150	8	13.3	76.7	10.0	0.0	3.03
10007150_9	10007150	9	60.0	40.0	0.0	0.0	3.60
10007151_11	10007151	11	0.0	0.0	10.0	50.0	0.70
10007151_15	10007151	15	0.0	30.0	30.0	0.0	1.50
10007151_16	10007151	16	0.0	0.0	20.0	80.0	1.20
10007151_19	10007151	19	30.0	70.0	0.0	0.0	3.30
10007151_20	10007151	20	0.0	60.0	40.0	0.0	2.60
10007151_21	10007151	21	0.0	10.0	50.0	40.0	1.70
10007151_22	10007151	22	0.0	10.0	70.0	20.0	1.90
10007151_25	10007151	25	20.0	20.0	10.0	50.0	2.10
10007151_26	10007151	26	0.0	50.0	50.0	0.0	2.50
10007151_29	10007151	29	0.0	40.0	60.0	0.0	2.40
10007151_3	10007151	3	40.0	36.7	23.3	0.0	3.17
10007151_30	10007151	30	0.0	40.0	60.0	0.0	2.40
10007151_34	10007151	34	20.0	60.0	10.0	10.0	2.90
10007151_35	10007151	35	0.0	10.0	50.0	0.0	1.30
10007151_36	10007151	36	0.0	100.0	0.0	0.0	3.00
10007151_4	10007151	4	40.0	20.0	40.0	0.0	3.00
10007151_6	10007151	6	40.0	20.0	30.0	10.0	2.90
10007152_11	10007152	11	0.0	50.0	40.0	10.0	2.40
10007152_19	10007152	19	0.0	10.0	90.0	0.0	2.10
10007152_20	10007152	20	0.0	0.0	100.0	0.0	2.00
10007152_22	10007152	22	60.0	40.0	0.0	0.0	3.60
10007152_25	10007152	25	0.0	0.0	60.0	40.0	1.60
10007152_26	10007152	26	0.0	13.3	60.0	26.7	1.87
10007152_29	10007152	29	100.0	0.0	0.0	0.0	4.00
10007152_3	10007152	3	53.3	46.7	0.0	0.0	3.53
10007152_35	10007152	35	0.0	0.0	60.0	40.0	1.60
10007152_36	10007152	36	0.0	60.0	40.0	0.0	2.60
10007152_7	10007152	7	0.0	20.0	70.0	10.0	2.10
10007154_1	10007154	1	71.8	28.2	0.0	0.0	3.72
10007154_10	10007154	10	30.0	63.3	6.7	0.0	3.23
10007154_11	10007154	11	48.0	52.0	0.0	0.0	3.48
10007154_15	10007154	15	47.5	42.5	10.0	0.0	3.38
10007154_16	10007154	16	0.0	100.0	0.0	0.0	3.00
10007154_17	10007154	17	4.0	63.0	25.0	8.0	2.63
10007154_18	10007154	18	18.0	74.0	8.0	0.0	3.10
10007154_19	10007154	19	52.0	32.0	16.0	0.0	3.36
10007154_2	10007154	2	80.0	20.0	0.0	0.0	3.80
10007154_20	10007154	20	53.3	46.7	0.0	0.0	3.53
10007154_21	10007154	21	30.0	50.0	20.0	0.0	3.10
10007154_22	10007154	22	60.0	40.0	0.0	0.0	3.60
10007154_25	10007154	25	100.0	0.0	0.0	0.0	4.00
10007154_27	10007154	27	36.7	56.7	6.7	0.0	3.30
10007154_28	10007154	28	44.3	38.6	17.1	0.0	3.27
10007154_29	10007154	29	60.0	32.0	8.0	0.0	3.52
10007154_3	10007154	3	92.0	8.0	0.0	0.0	3.92
10007154_30	10007154	30	40.0	20.0	40.0	0.0	3.00
10007154_31	10007154	31	40.0	60.0	0.0	0.0	3.40
10007154_32	10007154	32	10.0	70.0	20.0	0.0	2.90
10007154_33	10007154	33	13.3	73.4	13.3	0.0	3.00
10007154_34	10007154	34	0.0	30.0	30.0	0.0	1.50
10007154_35	10007154	35	20.0	80.0	0.0	0.0	3.20
10007154_36	10007154	36	26.7	60.0	13.3	0.0	3.13
10007154_4	10007154	4	60.0	13.3	26.7	0.0	3.33
10007154_5	10007154	5	44.0	48.0	8.0	0.0	3.36
10007154_6	10007154	6	46.7	36.6	10.0	0.0	3.17
10007154_8	10007154	8	26.0	66.0	8.0	0.0	3.18
10007154_9	10007154	9	73.3	26.7	0.0	0.0	3.73
10007155_10	10007155	10	0.0	80.0	20.0	0.0	2.80
10007155_11	10007155	11	40.0	60.0	0.0	0.0	3.40
